n_sample,n_network,n_rdds,n_variables,n_coupling_signals,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
140,2,5,4,2,29,0.8943395614624023,173,0.05570578575134277,5,0.034723758697509766
140,3,5,5,2,39,1.1373519897460938,239,0.07185602188110352,5,0.05385327339172363
140,4,5,6,2,77,1.720005750656128,1069,0.23656511306762695,182,6.7175679206848145
140,5,5,7,2,61,1.5910096168518066,622,0.16519713401794434,19,0.5419478416442871
140,6,5,8,2,67,1.8407034873962402,731,0.21798920631408691,44,3.0569007396698
140,7,5,9,2,83,2.047675848007202,1172,0.32263731956481934,116,2.8757612705230713
140,8,5,10,2,65,2.0934219360351562,561,0.14650416374206543,50,0.9557735919952393
141,1,5,3,2,66,1.116626501083374,824,0.22932887077331543,159,2.6663365364074707
141,2,5,4,2,46,1.1242244243621826,347,0.10054183006286621,13,0.5300116539001465
141,3,5,5,2,53,1.3376314640045166,411,0.12653613090515137,25,0.9192886352539062
141,4,5,6,2,69,1.5841951370239258,810,0.22201824188232422,141,3.1341464519500732
141,5,5,7,2,52,1.5605638027191162,505,0.13759160041809082,22,1.0678927898406982
141,6,5,8,2,46,1.4987061023712158,398,0.14210081100463867,114,0.34829020500183105
141,7,5,9,2,76,2.3850669860839844,966,0.2611076831817627,150,1.9749248027801514
141,8,5,10,2,41,1.6078236103057861,321,0.09072661399841309,8,0.06178474426269531
142,1,5,3,2,36,0.8478081226348877,234,0.06608748435974121,22,0.1727733612060547
142,2,5,4,2,42,1.1093542575836182,247,0.07857632637023926,4,0.21985125541687012
142,3,5,5,2,60,1.3234143257141113,689,0.17887163162231445,32,1.6798179149627686
142,4,5,6,2,51,1.3859245777130127,395,0.12676334381103516,12,0.3160860538482666
142,5,5,7,2,63,1.683333396911621,787,0.18883299827575684,120,0.8065083026885986
142,6,5,8,2,55,1.5767834186553955,523,0.15976643562316895,54,0.33978724479675293
142,7,5,9,2,69,1.779663324356079,855,0.21352791786193848,336,2.556633234024048
142,8,5,10,2,55,1.966569423675537,397,0.11141848564147949,34,1.1714413166046143
143,1,5,3,2,43,1.043654203414917,346,0.09201860427856445,13,0.29358744621276855
143,2,5,4,2,59,1.2279937267303467,595,0.13654041290283203,177,1.4269506931304932
143,3,5,5,2,51,1.2948710918426514,486,0.12491559982299805,32,1.3487756252288818
143,4,5,6,2,48,1.3947372436523438,374,0.10437798500061035,24,0.1626138687133789
143,5,5,7,2,47,1.4231085777282715,381,0.1061544418334961,17,0.3511340618133545
143,6,5,8,2,51,1.538217544555664,463,0.13390707969665527,28,0.18940019607543945
143,7,5,9,2,75,2.1745002269744873,1046,0.2832605838775635,40,2.741652011871338
143,8,5,10,2,54,1.8301150798797607,411,0.11066889762878418,40,0.7146925926208496
144,1,5,3,2,38,1.0203230381011963,260,0.07715034484863281,8,0.24999022483825684
144,2,5,4,2,41,1.0771124362945557,309,0.08796477317810059,5,0.2887148857116699
144,3,5,5,2,37,1.0973951816558838,230,0.07465362548828125,7,0.07305765151977539
144,4,5,6,2,81,1.776153326034546,1109,0.2787892818450928,206,25.467750549316406
144,5,5,7,2,69,1.6937172412872314,814,0.1972193717956543,108,2.922626256942749
144,6,5,8,2,61,1.759540319442749,694,0.18201136589050293,64,0.7366542816162109
144,7,5,9,2,41,1.520519733428955,268,0.09062027931213379,18,0.23130345344543457
144,8,5,10,2,76,2.6081361770629883,852,0.31337451934814453,179,9.88651180267334
145,1,5,3,2,40,0.8926048278808594,328,0.08696365356445312,10,0.17733430862426758
145,2,5,4,2,57,1.330855131149292,559,0.1390678882598877,21,0.21058201789855957
145,3,5,5,2,59,1.3163766860961914,598,0.1463913917541504,69,0.5155768394470215
145,4,5,6,2,54,1.509382724761963,618,0.16545510292053223,38,1.1381289958953857
145,5,5,7,2,51,1.534752607345581,432,0.13027000427246094,23,0.12319755554199219
145,6,5,8,2,51,1.606574296951294,472,0.13737797737121582,52,0.22519969940185547
145,7,5,9,2,60,1.9493629932403564,616,0.1727914810180664,24,0.80153489112854
145,8,5,10,2,52,1.8340368270874023,460,0.13626599311828613,90,0.5985627174377441
146,1,5,3,2,41,0.9204044342041016,344,0.0859975814819336,31,0.5023703575134277
146,2,5,4,2,37,0.9464559555053711,248,0.07087588310241699,12,0.09215021133422852
146,3,5,5,2,51,1.3002715110778809,415,0.1040034294128418,24,0.5830709934234619
146,4,5,6,2,46,1.299260139465332,392,0.11123394966125488,28,0.6686711311340332
146,5,5,7,2,59,1.4428505897521973,818,0.19013595581054688,129,2.2669830322265625
146,6,5,8,2,81,2.021542549133301,1152,0.2887275218963623,316,15.770884275436401
146,7,5,9,2,207,8.330362796783447,3947,1.262282133102417,888,138.73919534683228
146,8,5,10,2,72,2.219447612762451,1055,0.2646358013153076,416,4.504908084869385
147,1,5,3,2,26,0.815016508102417,126,0.048755645751953125,2,0.040689706802368164
147,2,5,4,2,54,1.1908752918243408,484,0.11848831176757812,40,0.24769234657287598
147,3,5,5,2,50,1.3062684535980225,496,0.14117193222045898,15,0.3830070495605469
147,4,5,6,2,49,1.3079259395599365,410,0.11293625831604004,28,0.9899437427520752
147,5,5,7,2,76,1.8341939449310303,889,0.22873592376708984,352,13.631471872329712
147,6,5,8,2,68,1.9491662979125977,713,0.23424386978149414,36,1.959115982055664
147,7,5,9,2,78,2.2461965084075928,875,0.23312711715698242,144,13.377791166305542
147,8,5,10,2,115,4.58993673324585,1482,0.4478034973144531,64,11.226733684539795
148,1,5,3,2,39,0.9952566623687744,249,0.07804107666015625,5,0.14054417610168457
148,2,5,4,2,40,1.1206927299499512,241,0.07207775115966797,12,0.07488512992858887
148,3,5,5,2,74,1.6707019805908203,1103,0.2701246738433838,213,2.5295469760894775
148,4,5,6,2,44,1.2629690170288086,359,0.09459519386291504,21,0.585120677947998
148,5,5,7,2,88,2.0361833572387695,1401,0.36530017852783203,535,31.205772638320923
148,6,5,8,2,62,1.7885065078735352,849,0.21543478965759277,74,4.065181016921997
148,7,5,9,2,76,2.482579469680786,804,0.22543668746948242,146,9.923132419586182
148,8,5,10,2,73,1.9806170463562012,1065,0.2905244827270508,48,1.758833646774292
149,1,5,3,2,43,0.9472651481628418,346,0.09375715255737305,31,0.5092086791992188
149,2,5,4,2,44,1.0427947044372559,377,0.10156631469726562,10,0.5376908779144287
149,3,5,5,2,46,1.230208158493042,337,0.092803955078125,20,0.5085272789001465
149,4,5,6,2,47,1.2828452587127686,366,0.10694360733032227,11,0.41341590881347656
149,5,5,7,2,63,1.7610821723937988,712,0.17679286003112793,176,5.3830015659332275
149,6,5,8,2,54,1.7812392711639404,456,0.14691567420959473,20,1.7066094875335693
149,7,5,9,2,56,1.9151418209075928,596,0.15904831886291504,23,1.2473194599151611
149,8,5,10,2,54,1.7978262901306152,562,0.15979719161987305,77,0.9693100452423096
150,1,5,3,2,45,0.9451653957366943,350,0.10155773162841797,20,0.6189897060394287
150,2,5,4,2,38,1.139695405960083,262,0.07760453224182129,16,0.2209334373474121
150,3,5,5,2,75,1.6348087787628174,855,0.23475408554077148,244,2.572922468185425
150,4,5,6,2,65,1.5774414539337158,691,0.18615436553955078,41,0.6136524677276611
150,5,5,7,2,62,1.59334397315979,725,0.17005681991577148,92,3.114720582962036
150,6,5,8,2,75,1.8564753532409668,1088,0.2606372833251953,520,22.716867685317993
150,7,5,9,2,81,2.0997698307037354,1050,0.28774547576904297,360,5.2802252769470215
150,8,5,10,2,62,2.028900146484375,722,0.18241000175476074,123,1.193976879119873
151,1,5,3,2,28,0.8397102355957031,149,0.04976367950439453,3,0.04849958419799805
151,2,5,4,2,31,0.8826353549957275,156,0.05523800849914551,6,0.07018327713012695
151,3,5,5,2,60,1.328343152999878,542,0.1542668342590332,78,2.1822669506073
151,4,5,6,2,47,1.3480618000030518,338,0.09632754325866699,20,0.30759477615356445
151,5,5,7,2,58,1.6066162586212158,524,0.1303708553314209,128,0.7586746215820312
151,6,5,8,2,62,1.7532930374145508,712,0.24545764923095703,44,1.1244919300079346
151,7,5,9,2,66,2.1311724185943604,585,0.24904155731201172,32,0.09678387641906738
151,8,5,10,2,87,2.375188112258911,1173,0.3212001323699951,286,30.75104856491089
152,1,5,3,2,29,0.7994699478149414,145,0.05983543395996094,2,0.03326988220214844
152,2,5,4,2,32,1.1081373691558838,172,0.055519819259643555,5,0.04459047317504883
152,3,5,5,2,71,1.5369782447814941,939,0.22112488746643066,264,1.0218455791473389
152,4,5,6,2,41,1.3008134365081787,295,0.09324169158935547,2,0.1226034164428711
152,5,5,7,2,79,2.1100709438323975,1314,0.29837918281555176,582,12.865795612335205
152,6,5,8,2,65,1.845033884048462,765,0.19615864753723145,16,0.9189989566802979
152,7,5,9,2,81,2.4688076972961426,1130,0.4272143840789795,170,6.978372812271118
152,8,5,10,2,66,2.2097487449645996,699,0.21661949157714844,239,1.5398221015930176
153,1,5,3,2,43,0.9264810085296631,284,0.08617496490478516,8,0.06288862228393555
153,2,5,4,2,45,1.119786262512207,362,0.1061546802520752,4,0.5466394424438477
153,3,5,5,2,57,1.400052785873413,618,0.14628386497497559,38,1.8800699710845947
153,4,5,6,2,85,1.943335771560669,1310,0.32776665687561035,344,39.55469226837158
153,5,5,7,2,58,1.5063729286193848,508,0.14007282257080078,42,1.244481086730957
153,6,5,8,2,102,2.5245249271392822,2524,0.6108191013336182,960,73.36922812461853
153,7,5,9,2,45,1.4467732906341553,397,0.10794472694396973,32,0.18796563148498535
153,8,5,10,2,55,2.023158311843872,595,0.15202045440673828,70,1.5131316184997559
154,1,5,3,2,33,0.8530068397521973,215,0.06615638732910156,7,0.045336008071899414
154,2,5,4,2,45,1.1707849502563477,419,0.11142778396606445,11,0.30855393409729004
154,3,5,5,2,30,0.9798860549926758,178,0.05735421180725098,10,0.05627942085266113
154,4,5,6,2,48,1.2539222240447998,398,0.10149025917053223,38,0.5759308338165283
154,5,5,7,2,60,1.6641409397125244,627,0.1604626178741455,148,2.412280559539795
154,6,5,8,2,47,1.5369863510131836,384,0.11159014701843262,8,0.3498108386993408
154,7,5,9,2,56,1.7722880840301514,557,0.1653304100036621,17,1.308664321899414
154,8,5,10,2,94,2.740290880203247,1178,0.3376576900482178,187,17.66112518310547
155,1,5,3,2,63,1.201599359512329,695,0.205458402633667,176,1.7691545486450195
155,2,5,4,2,40,1.1349761486053467,288,0.0842885971069336,6,0.11122393608093262
155,3,5,5,2,45,1.2035191059112549,350,0.09702658653259277,31,0.19740557670593262
155,4,5,6,2,45,1.271604299545288,352,0.10189175605773926,15,0.4420204162597656
155,5,5,7,2,55,1.5041580200195312,535,0.15131139755249023,54,1.8487272262573242
155,6,5,8,2,50,1.5096514225006104,422,0.11444592475891113,10,0.3364593982696533
155,7,5,9,2,68,2.116805076599121,748,0.19010543823242188,118,1.967498540878296
155,8,5,10,2,97,2.5786242485046387,1471,0.4116337299346924,368,33.83729147911072
156,1,5,3,2,39,0.9574284553527832,288,0.08657646179199219,23,0.13396930694580078
156,2,5,4,2,40,1.088536262512207,267,0.07646870613098145,5,0.14519596099853516
156,3,5,5,2,43,1.1410553455352783,283,0.08843135833740234,14,0.09075260162353516
156,4,5,6,2,38,1.1145617961883545,224,0.07233595848083496,14,0.0702359676361084
156,5,5,7,2,69,1.6670482158660889,789,0.19959020614624023,152,3.2937777042388916
156,6,5,8,2,91,2.0851175785064697,1430,0.3155348300933838,384,11.082652568817139
156,7,5,9,2,72,2.316026449203491,486,0.18596458435058594,17,0.5006892681121826
156,8,5,10,2,66,2.0324103832244873,664,0.20985722541809082,48,0.37165045738220215
157,1,5,3,2,41,0.9513754844665527,292,0.08702683448791504,8,0.15564775466918945
157,2,5,4,2,50,1.2177605628967285,490,0.13696837425231934,20,0.372983455657959
157,3,5,5,2,45,1.1128451824188232,336,0.08637332916259766,21,0.14627742767333984
157,4,5,6,2,40,1.1795384883880615,270,0.08262133598327637,11,0.2863032817840576
157,5,5,7,2,49,1.4819281101226807,416,0.10925841331481934,32,1.1256349086761475
157,6,5,8,2,57,1.5290412902832031,535,0.15676546096801758,32,0.78464674949646
157,7,5,9,2,92,2.5344784259796143,1403,0.380138635635376,100,3.632213592529297
157,8,5,10,2,81,2.322497844696045,893,0.26390743255615234,56,4.803776025772095
158,1,5,3,2,30,0.8335826396942139,200,0.05778765678405762,6,0.04482746124267578
158,2,5,4,2,33,0.9583895206451416,203,0.06388425827026367,5,0.0704963207244873
158,3,5,5,2,35,1.0495507717132568,244,0.06828546524047852,3,0.049753665924072266
158,4,5,6,2,58,1.5473763942718506,583,0.1689612865447998,36,0.8230669498443604
158,5,5,7,2,53,1.3542277812957764,560,0.13412714004516602,33,0.43172717094421387
158,6,5,8,2,98,2.418227434158325,1750,0.42633795738220215,1080,47.457618951797485
158,7,5,9,2,65,1.9707844257354736,675,0.1879258155822754,24,1.0440022945404053
158,8,5,10,2,91,2.9398348331451416,1147,0.28661489486694336,228,0.6563510894775391
159,1,5,3,2,41,0.9358184337615967,333,0.09175515174865723,18,0.41808009147644043
159,2,5,4,2,46,1.1974763870239258,416,0.10531282424926758,18,0.2551460266113281
159,3,5,5,2,46,1.2522449493408203,423,0.10820269584655762,47,0.3693556785583496
159,4,5,6,2,40,1.2024128437042236,314,0.08818244934082031,12,0.4693007469177246
159,5,5,7,2,60,1.4783775806427002,636,0.19759202003479004,47,1.7424004077911377
159,6,5,8,2,44,1.6577019691467285,332,0.10515999794006348,18,0.2585268020629883
159,7,5,9,2,103,3.2933189868927,1931,0.5258619785308838,106,32.84683275222778
159,8,5,10,2,43,1.5387206077575684,307,0.10279273986816406,7,0.17865443229675293
160,1,5,3,2,30,0.7505145072937012,172,0.055445194244384766,8,0.0675508975982666
160,2,5,4,2,43,1.0986151695251465,319,0.12769675254821777,18,0.42626094818115234
160,3,5,5,2,39,1.0566902160644531,331,0.08519315719604492,30,0.2325906753540039
160,4,5,6,2,42,1.2789156436920166,257,0.08997154235839844,13,0.255263090133667
160,5,5,7,2,61,1.6199183464050293,600,0.16665124893188477,29,1.549806833267212
160,6,5,8,2,81,2.181407928466797,1073,0.3284621238708496,141,2.209670305252075
160,7,5,9,2,54,1.8406295776367188,508,0.14753365516662598,27,0.5423610210418701
160,8,5,10,2,59,1.8615803718566895,722,0.19620919227600098,70,2.472360134124756
161,1,5,3,2,46,0.9514429569244385,388,0.10207629203796387,14,0.6440753936767578
161,2,5,4,2,34,0.9266078472137451,205,0.06355881690979004,8,0.10130548477172852
161,3,5,5,2,55,1.3041622638702393,484,0.12118792533874512,22,0.8018929958343506
161,4,5,6,2,48,1.230384349822998,385,0.10289716720581055,21,0.5469503402709961
161,5,5,7,2,50,1.3196721076965332,429,0.11829018592834473,8,0.21802234649658203
161,6,5,8,2,53,1.6487202644348145,505,0.14658713340759277,27,0.3187999725341797
161,7,5,9,2,44,1.5381441116333008,370,0.10045719146728516,18,0.42261672019958496
161,8,5,10,2,110,3.0205841064453125,1784,0.40448689460754395,588,54.178375482559204
162,1,5,3,2,45,1.0457990169525146,377,0.09796357154846191,34,1.0581591129302979
162,2,5,4,2,43,1.1113038063049316,320,0.09584355354309082,10,0.10637378692626953
162,3,5,5,2,42,1.171689510345459,378,0.09344887733459473,15,0.2816925048828125
162,4,5,6,2,40,1.2491049766540527,259,0.08636641502380371,4,0.13186955451965332
162,5,5,7,2,51,1.4602632522583008,355,0.09720754623413086,40,0.6273972988128662
162,6,5,8,2,45,1.457880973815918,329,0.09170770645141602,33,0.5025653839111328
162,7,5,9,2,54,1.6708321571350098,474,0.15538406372070312,27,0.20608925819396973
162,8,5,10,2,62,1.9567642211914062,733,0.24576902389526367,35,1.3720507621765137
163,1,5,3,2,34,0.8560106754302979,200,0.06251764297485352,8,0.1370241641998291
163,2,5,4,2,53,1.1688053607940674,522,0.13434839248657227,40,0.6497828960418701
163,3,5,5,2,45,1.1791837215423584,365,0.0960988998413086,40,0.4971790313720703
163,4,5,6,2,62,1.5616905689239502,634,0.16223859786987305,200,4.223187208175659
163,5,5,7,2,53,1.497363805770874,553,0.1334233283996582,80,0.66560959815979
163,6,5,8,2,57,1.7170019149780273,550,0.1538388729095459,29,1.5228228569030762
163,7,5,9,2,66,2.0681545734405518,740,0.21982765197753906,46,2.0833983421325684
163,8,5,10,2,70,2.1316933631896973,904,0.23986387252807617,138,4.690474033355713
164,1,5,3,2,41,0.94356369972229,334,0.08660888671875,30,0.13804340362548828
164,2,5,4,2,41,1.0626153945922852,228,0.09089922904968262,8,0.06933736801147461
164,3,5,5,2,39,1.123396396636963,275,0.08589053153991699,5,0.27820897102355957
164,4,5,6,2,47,1.2669885158538818,383,0.10035967826843262,14,0.21247553825378418
164,5,5,7,2,41,1.2470290660858154,263,0.08048415184020996,10,0.09619474411010742
164,6,5,8,2,69,2.031765937805176,672,0.2106635570526123,112,0.5630838871002197
164,7,5,9,2,69,2.0273630619049072,772,0.2466723918914795,48,1.001915454864502
164,8,5,10,2,58,1.9681270122528076,507,0.18250441551208496,14,0.6140871047973633
165,1,5,3,2,27,0.8001017570495605,143,0.04986977577209473,2,0.024126291275024414
165,2,5,4,2,55,1.2267868518829346,555,0.14043951034545898,67,0.3021411895751953
165,3,5,5,2,50,1.260427474975586,479,0.13686561584472656,23,0.18779850006103516
165,4,5,6,2,49,1.321686029434204,371,0.10624909400939941,27,0.9650382995605469
165,5,5,7,2,75,1.8217568397521973,1015,0.22863984107971191,90,2.0817043781280518
165,6,5,8,2,79,2.057624101638794,1212,0.32480430603027344,420,14.554301738739014
165,7,5,9,2,61,2.00600266456604,642,0.2006990909576416,76,0.8884778022766113
165,8,5,10,2,69,2.1880440711975098,745,0.20887470245361328,64,3.207258701324463
166,1,5,3,2,54,1.1138191223144531,490,0.1168050765991211,24,0.4851531982421875
166,2,5,4,2,39,1.0249834060668945,233,0.07110261917114258,7,0.10478520393371582
166,3,5,5,2,61,1.3905525207519531,703,0.16703486442565918,138,6.020399808883667
166,4,5,6,2,51,1.3926050662994385,412,0.1242523193359375,12,0.5955274105072021
166,5,5,7,2,61,1.6811268329620361,623,0.15914654731750488,54,1.8495512008666992
166,6,5,8,2,48,1.6633169651031494,375,0.13749408721923828,11,0.32730555534362793
166,7,5,9,2,40,1.4506523609161377,284,0.08286190032958984,13,0.15785622596740723
166,8,5,10,2,148,4.990321159362793,3333,0.9220614433288574,398,48.72061061859131
167,1,5,3,2,54,0.9990124702453613,532,0.1257185935974121,78,0.7894113063812256
167,2,5,4,2,37,0.9619672298431396,228,0.07073211669921875,4,0.0832061767578125
167,3,5,5,2,43,1.2129993438720703,275,0.07754325866699219,16,0.22820377349853516
167,4,5,6,2,37,1.276780366897583,223,0.06867718696594238,8,0.054076433181762695
167,5,5,7,2,36,1.2278642654418945,235,0.07637786865234375,9,0.05925488471984863
167,6,5,8,2,62,1.6341736316680908,540,0.17109394073486328,27,1.226850986480713
167,7,5,9,2,78,2.2445170879364014,951,0.2876012325286865,64,3.8394720554351807
167,8,5,10,2,84,2.5656955242156982,1101,0.2925260066986084,96,4.141974925994873
168,1,5,3,2,47,0.985527515411377,295,0.08439826965332031,9,0.22902584075927734
168,2,5,4,2,55,1.188080072402954,541,0.1512918472290039,17,0.3988163471221924
168,3,5,5,2,33,1.0163910388946533,194,0.059561729431152344,11,0.1364591121673584
168,4,5,6,2,51,1.3373823165893555,445,0.13286733627319336,18,0.2543528079986572
168,5,5,7,2,55,1.5053441524505615,538,0.13486480712890625,47,1.0805344581604004
168,6,5,8,2,42,1.355607271194458,277,0.07960081100463867,9,0.2612738609313965
168,7,5,9,2,54,1.551058292388916,397,0.12331700325012207,6,0.1088111400604248
168,8,5,10,2,100,2.5500736236572266,1480,0.3872559070587158,245,16.009734869003296
169,1,5,3,2,43,0.9815883636474609,262,0.07880902290344238,32,0.19449400901794434
169,2,5,4,2,43,1.1381733417510986,309,0.08685517311096191,14,0.13592934608459473
169,3,5,5,2,38,1.1716945171356201,290,0.08378767967224121,17,0.12191963195800781
169,4,5,6,2,63,1.6256687641143799,656,0.16051101684570312,102,1.6977055072784424
169,5,5,7,2,55,1.520625352859497,587,0.15021061897277832,16,0.2832515239715576
169,6,5,8,2,51,1.5561366081237793,406,0.11709403991699219,40,0.7179968357086182
169,7,5,9,2,82,2.3015973567962646,1127,0.3177204132080078,162,18.36103391647339
169,8,5,10,2,70,2.1560158729553223,809,0.20200657844543457,256,8.087091207504272
170,1,5,3,2,41,0.9588418006896973,291,0.08326077461242676,6,0.06283283233642578
170,2,5,4,2,34,0.9672451019287109,231,0.06692695617675781,5,0.05604290962219238
170,3,5,5,2,38,1.0433077812194824,266,0.08232593536376953,10,0.12056994438171387
170,4,5,6,2,74,1.703031063079834,783,0.22978973388671875,12,1.137085199356079
170,5,5,7,2,111,2.5974347591400146,1666,0.4044303894042969,431,38.60779786109924
170,6,5,8,2,94,2.082383871078491,1005,0.28632450103759766,862,34.25658082962036
170,7,5,9,2,76,2.2595903873443604,754,0.19408392906188965,279,4.561577320098877
170,8,5,10,2,56,1.9151277542114258,502,0.17489361763000488,12,0.3411061763763428
171,1,5,3,2,29,0.79469895362854,162,0.05423450469970703,6,0.041570186614990234
171,2,5,4,2,39,1.0736231803894043,203,0.06373405456542969,16,0.057971954345703125
171,3,5,5,2,66,1.5599112510681152,738,0.18406963348388672,149,1.3305459022521973
171,4,5,6,2,73,1.706179141998291,694,0.18020319938659668,79,5.691442489624023
171,5,5,7,2,62,1.7621328830718994,704,0.17580270767211914,112,4.711434841156006
171,6,5,8,2,54,1.6832962036132812,422,0.1311023235321045,30,0.14360547065734863
171,7,5,9,2,86,2.2186856269836426,1386,0.34427857398986816,318,9.004533529281616
171,8,5,10,2,52,1.6062772274017334,454,0.15396356582641602,24,0.9426314830780029
172,1,5,3,2,43,0.9539027214050293,351,0.09584283828735352,14,0.37531328201293945
172,2,5,4,2,46,1.0889053344726562,445,0.11744236946105957,53,0.4752988815307617
172,3,5,5,2,41,1.196401834487915,299,0.09116888046264648,15,0.2065138816833496
172,4,5,6,2,38,1.071998119354248,286,0.0801382064819336,16,0.4086916446685791
172,5,5,7,2,73,1.7705256938934326,1172,0.2776165008544922,396,3.353461265563965
172,6,5,8,2,53,1.7283453941345215,520,0.15365815162658691,68,0.6005887985229492
172,7,5,9,2,67,2.075279951095581,615,0.227921724319458,34,0.3407857418060303
172,8,5,10,2,126,3.178354024887085,2632,0.6251389980316162,1432,104.26063966751099
173,1,5,3,2,45,0.9568860530853271,368,0.09236621856689453,21,0.47400999069213867
173,2,5,4,2,40,1.0071425437927246,270,0.0763392448425293,14,0.11237335205078125
173,3,5,5,2,55,1.3670897483825684,528,0.13528227806091309,92,0.8794496059417725
173,4,5,6,2,55,1.4706592559814453,478,0.13253378868103027,16,1.123790979385376
173,5,5,7,2,42,1.386777400970459,298,0.10522699356079102,14,0.049854278564453125
173,6,5,8,2,76,1.965850830078125,1036,0.30130815505981445,184,4.613828182220459
173,7,5,9,2,73,2.1412642002105713,860,0.20502853393554688,224,10.388594627380371
173,8,5,10,2,47,1.596606731414795,259,0.07767152786254883,14,0.07725834846496582
174,1,5,3,2,43,0.8966431617736816,306,0.08300590515136719,8,0.4628138542175293
174,2,5,4,2,53,1.1583921909332275,450,0.11123347282409668,24,0.5015976428985596
174,3,5,5,2,44,1.1142058372497559,290,0.08666276931762695,10,0.3502511978149414
174,4,5,6,2,105,2.2517271041870117,1422,0.32100629806518555,164,16.079400539398193
174,5,5,7,2,58,1.4428815841674805,488,0.12531232833862305,20,0.2996208667755127
174,6,5,8,2,61,1.6718401908874512,715,0.17152619361877441,56,0.9814767837524414
174,7,5,9,2,72,1.9891493320465088,921,0.2638871669769287,68,1.5419940948486328
174,8,5,10,2,70,1.966423749923706,720,0.19896340370178223,88,6.882971525192261
175,1,5,3,2,29,0.9054572582244873,165,0.053787946701049805,6,0.07200956344604492
175,2,5,4,2,60,1.2736611366271973,687,0.16636085510253906,68,0.4233379364013672
175,3,5,5,2,52,1.3229405879974365,439,0.12671566009521484,20,0.4839348793029785
175,4,5,6,2,51,1.344102382659912,522,0.14902663230895996,29,0.6944687366485596
175,5,5,7,2,49,1.3834741115570068,381,0.11123323440551758,16,0.5775694847106934
175,6,5,8,2,58,1.5462088584899902,635,0.17124462127685547,34,1.264604091644287
175,7,5,9,2,100,2.8276607990264893,2042,0.5547914505004883,816,26.480178833007812
175,8,5,10,2,44,1.5909290313720703,358,0.10117435455322266,32,0.36887574195861816
176,1,5,3,2,38,0.8793528079986572,292,0.08259057998657227,16,0.3009047508239746
176,2,5,4,2,44,1.1788277626037598,350,0.09331727027893066,22,0.10454201698303223
176,3,5,5,2,37,1.1935441493988037,228,0.0741274356842041,5,0.05443310737609863
176,4,5,6,2,37,1.1527323722839355,247,0.0801839828491211,4,0.10769248008728027
176,5,5,7,2,77,1.9488961696624756,1241,0.28057241439819336,392,15.633296489715576
176,6,5,8,2,73,2.062502384185791,598,0.2545738220214844,81,0.5928897857666016
176,7,5,9,2,127,3.105226516723633,1615,0.41522645950317383,864,33.250842571258545
176,8,5,10,2,69,2.157687187194824,876,0.25096845626831055,34,3.232677936553955
177,1,5,3,2,48,1.0112519264221191,402,0.10199093818664551,13,0.8191373348236084
177,2,5,4,2,34,0.9846305847167969,189,0.06173372268676758,6,0.10928773880004883
177,3,5,5,2,73,1.617225170135498,938,0.22453618049621582,162,9.194870948791504
177,4,5,6,2,67,1.6548089981079102,627,0.17663049697875977,56,2.3925931453704834
177,5,5,7,2,67,1.6390631198883057,628,0.19578766822814941,80,4.4937779903411865
177,6,5,8,2,70,1.7859747409820557,796,0.2265634536743164,82,5.226762056350708
177,7,5,9,2,86,2.1784486770629883,1188,0.31112170219421387,248,18.13047432899475
177,8,5,10,2,51,1.7842414379119873,503,0.1277773380279541,42,0.3524198532104492
178,1,5,3,2,39,0.976046085357666,283,0.08034968376159668,17,0.29113173484802246
178,2,5,4,2,47,1.1653900146484375,334,0.1349928379058838,13,0.47334790229797363
178,3,5,5,2,41,1.1972229480743408,339,0.08553028106689453,34,0.19024300575256348
178,4,5,6,2,44,1.2656445503234863,338,0.10423159599304199,17,0.2666616439819336
178,5,5,7,2,58,1.4485960006713867,656,0.16274690628051758,68,3.143577814102173
178,6,5,8,2,73,1.9100537300109863,960,0.2203505039215088,316,10.280802726745605
178,7,5,9,2,62,1.7339904308319092,728,0.20011591911315918,76,1.085317850112915
178,8,5,10,2,97,2.6691150665283203,1140,0.3331747055053711,312,8.031294345855713
179,1,5,3,2,41,0.95257568359375,331,0.08995890617370605,12,0.21068048477172852
179,2,5,4,2,51,1.230846643447876,427,0.12401747703552246,18,0.6312141418457031
179,3,5,5,2,42,1.1892001628875732,255,0.09372305870056152,11,0.12152576446533203
179,4,5,6,2,58,1.4399828910827637,590,0.1673591136932373,47,1.3584752082824707
179,5,5,7,2,61,1.7530591487884521,486,0.15271639823913574,22,0.14789390563964844
179,6,5,8,2,69,1.9307024478912354,663,0.1766207218170166,78,1.970656156539917
179,7,5,9,2,70,2.149888038635254,855,0.2402939796447754,102,0.7647626399993896
179,8,5,10,2,62,2.0183141231536865,679,0.1891181468963623,68,1.019169569015503
180,1,5,3,2,39,0.9421219825744629,256,0.07857060432434082,4,0.11829900741577148
180,2,5,4,2,45,1.0881805419921875,323,0.0850374698638916,17,0.5698843002319336
180,3,5,5,2,49,1.2400903701782227,415,0.10595321655273438,78,0.7358026504516602
180,4,5,6,2,61,1.4849557876586914,758,0.1962285041809082,56,2.1078708171844482
180,5,5,7,2,64,1.6680006980895996,759,0.20431160926818848,56,0.978654146194458
180,6,5,8,2,73,1.803893804550171,953,0.30777955055236816,174,2.5642595291137695
180,7,5,9,2,72,1.8159732818603516,1010,0.26876163482666016,108,5.133051633834839
