n_sample,n_network,n_rdds,n_variables,n_coupling_signals,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
19,3,5,5,4,160,4.138203859329224,9204,2.0489635467529297,12,1653.0541174411774
20,1,5,5,2,59,1.3325731754302979,563,0.1278836727142334,98,2.8953800201416016
20,2,5,5,3,94,2.2229807376861572,2532,0.541323184967041,6,42.83836531639099
20,3,5,5,4,222,4.8101890087127686,17124,4.117036819458008,10,24073.887601852417
21,1,5,5,2,63,1.3998737335205078,716,0.1619105339050293,64,1.521914005279541
21,2,5,5,3,101,2.4721004962921143,2475,0.6015450954437256,12,26.705528736114502
21,3,5,5,4,229,4.95090126991272,18086,4.2147133350372314,16,18851.292901039124
22,1,5,5,2,62,1.5398197174072266,584,0.1325533390045166,98,1.49519681930542
22,2,5,5,3,110,2.6305177211761475,2845,0.7425670623779297,49,11.560610294342041
22,3,5,5,4,174,4.351653337478638,10476,2.4494926929473877,4,3293.2874517440796
23,1,5,5,2,56,1.31520676612854,551,0.13637495040893555,18,0.34575486183166504
23,2,5,5,3,71,2.170077085494995,1454,0.30028748512268066,4,5.1730005741119385
23,3,5,5,4,178,4.739464044570923,11822,2.7589707374572754,21,7903.926142215729
24,1,5,5,2,45,1.2099878787994385,380,0.09349679946899414,30,0.2922663688659668
24,2,5,5,3,106,2.636471748352051,2904,0.6504111289978027,16,125.87928652763367
24,3,5,5,4,163,4.438337087631226,10125,2.091271162033081,24,4510.107693910599
25,1,5,5,2,37,0.9763131141662598,259,0.06366348266601562,11,0.24944782257080078
25,2,5,5,3,91,2.207106590270996,2286,0.5013349056243896,45,151.61575293540955
25,3,5,5,4,170,4.847681522369385,9484,2.5091593265533447,6,2886.2818064689636
26,1,5,5,2,50,1.1349215507507324,364,0.09447264671325684,8,0.39450597763061523
26,2,5,5,3,62,1.7937650680541992,1104,0.2631101608276367,2,4.051616907119751
26,3,5,5,4,207,5.444103479385376,13666,3.152864694595337,21,4620.753171920776
27,1,5,5,2,43,1.1280250549316406,393,0.10257530212402344,34,0.744692325592041
27,2,5,5,3,102,2.3969874382019043,2944,0.5989508628845215,37,50.881977558135986
27,3,5,5,4,136,3.7561304569244385,6348,1.474029541015625,3,651.666582107544
28,1,5,5,2,44,1.0306341648101807,364,0.08120012283325195,46,0.3689992427825928
28,2,5,5,3,62,2.041306972503662,1012,0.2321474552154541,3,3.4596729278564453
28,3,5,5,4,146,3.051088571548462,7222,1.8277952671051025,3,1088.963042974472
29,1,5,5,2,64,1.2780020236968994,701,0.14273381233215332,160,2.0698232650756836
29,2,5,5,3,133,2.237947702407837,4118,0.8724009990692139,110,253.4818778038025
29,3,5,5,4,116,3.733491897583008,5052,1.1429286003112793,4,591.1509220600128
30,1,5,5,2,46,1.2079589366912842,414,0.09708499908447266,20,0.20692753791809082
30,2,5,5,3,66,2.020009756088257,1112,0.23885154724121094,5,1.7013177871704102
30,3,5,5,4,153,4.698521137237549,8658,1.9318978786468506,7,2461.8277320861816
31,1,5,5,2,53,1.2638070583343506,450,0.10142159461975098,48,0.34844517707824707
31,2,5,5,3,69,2.084848642349243,1224,0.27532243728637695,4,18.22529673576355
31,3,5,5,4,224,5.150971412658691,17496,4.1607794761657715,16,10201.405908346176
32,1,5,5,2,47,1.2382783889770508,361,0.08631658554077148,10,0.6846804618835449
32,2,5,5,3,83,2.2815356254577637,1715,0.3647923469543457,2,11.707287311553955
32,3,5,5,4,170,4.432351350784302,10164,2.2588412761688232,11,2393.551238298416
33,1,5,5,2,63,1.481273889541626,654,0.16396069526672363,108,1.2962875366210938
33,2,5,5,3,90,2.293821334838867,2230,0.4703190326690674,22,60.90100884437561
33,3,5,5,4,170,4.219047546386719,11226,2.5215225219726562,26,6452.491166591644
34,1,5,5,2,48,1.2500786781311035,370,0.09205865859985352,7,0.5138165950775146
34,2,5,5,3,72,2.2189338207244873,1292,0.3224647045135498,2,4.523562908172607
34,3,5,5,4,192,4.770172119140625,13040,3.0992650985717773,7,7691.755903959274
35,1,5,5,2,40,1.1490788459777832,268,0.07336854934692383,11,0.07360172271728516
35,2,5,5,3,63,1.778247594833374,1116,0.2333369255065918,4,4.588271856307983
35,3,5,5,4,117,3.6345155239105225,4994,1.1557207107543945,4,284.2850251197815
36,1,5,5,2,58,1.4322452545166016,596,0.13428282737731934,36,1.9794416427612305
36,2,5,5,3,71,2.1612727642059326,1409,0.28350257873535156,5,7.685964584350586
36,3,5,5,4,200,4.820488214492798,14064,3.1406362056732178,22,6279.708281040192
37,1,5,5,2,37,1.1154632568359375,259,0.0665740966796875,13,0.09186029434204102
37,2,5,5,3,88,2.4284796714782715,2196,0.44133901596069336,24,66.58233857154846
37,3,5,5,4,164,4.4096760749816895,9680,2.1472225189208984,16,2653.3392169475555
38,1,5,5,2,35,1.101808786392212,202,0.06470394134521484,2,0.0504000186920166
38,2,5,5,3,111,2.731865406036377,3391,0.7067000865936279,36,200.728684425354
38,3,5,5,4,128,4.353610038757324,5952,1.3361046314239502,5,704.7001657485962
39,1,5,5,2,45,1.0722198486328125,372,0.0916907787322998,24,0.2012958526611328
39,2,5,5,3,64,2.236281633377075,1090,0.2517414093017578,3,1.547593116760254
39,3,5,5,4,196,4.671506404876709,12512,3.031452178955078,7,4612.003764152527
40,1,5,5,2,35,1.0707249641418457,240,0.05603170394897461,14,0.13958239555358887
40,2,5,5,3,90,2.52856183052063,1917,0.49949026107788086,16,30.235108852386475
40,3,5,5,4,108,3.677701234817505,4468,0.9700381755828857,2,311.00984358787537
41,1,5,5,2,42,1.0922119617462158,359,0.08825421333312988,6,0.07549381256103516
41,2,5,5,3,86,2.4195127487182617,1962,0.38938212394714355,15,47.13811922073364
41,3,5,5,4,159,4.333440065383911,7642,1.8175923824310303,3,818.0630416870117
42,1,5,5,2,45,1.0446951389312744,296,0.07794475555419922,13,0.2511768341064453
42,2,5,5,3,76,2.152505874633789,1664,0.36173152923583984,4,4.165522813796997
42,3,5,5,4,126,3.6644504070281982,5931,1.2978601455688477,2,840.3819556236267
43,1,5,5,2,38,1.058039903640747,255,0.06226158142089844,14,0.14252471923828125
43,2,5,5,3,118,2.858607530593872,3246,0.7413029670715332,12,54.99104905128479
43,3,5,5,4,159,4.443274974822998,8926,1.9734106063842773,6,1398.825364112854
44,1,5,5,2,56,1.3550748825073242,518,0.1345531940460205,30,2.0138869285583496
44,2,5,5,3,143,2.9755568504333496,5893,1.2313172817230225,142,1975.1140356063843
44,3,5,5,4,102,3.52121901512146,3820,0.8787875175476074,2,219.2581067085266
45,1,5,5,2,43,0.9936106204986572,218,0.05610394477844238,20,0.0686330795288086
45,2,5,5,3,99,2.2447993755340576,2507,0.5313451290130615,8,32.59994673728943
45,3,5,5,4,148,3.9986486434936523,8624,1.9199464321136475,13,2223.1372196674347
46,1,5,5,2,52,1.2609987258911133,513,0.14437007904052734,16,1.1833395957946777
46,2,5,5,3,94,2.3159923553466797,2297,0.5084326267242432,5,16.324455738067627
46,3,5,5,4,183,4.432757616043091,11270,2.683867931365967,36,3881.149318933487
47,1,5,5,2,55,1.2631356716156006,534,0.12385892868041992,26,0.4601883888244629
47,2,5,5,3,82,2.325749635696411,1920,0.39383697509765625,10,18.74284815788269
47,3,5,5,4,233,5.974443435668945,17282,4.17501974105835,20,9174.916650533676
48,1,5,5,2,44,1.2602441310882568,292,0.0700078010559082,11,0.24991226196289062
48,2,5,5,3,85,1.9487252235412598,1864,0.4121544361114502,21,40.80044102668762
48,3,5,5,4,164,4.336323976516724,9312,2.2970921993255615,4,2397.0046694278717
49,1,5,5,2,50,1.1007840633392334,410,0.09535670280456543,14,0.4611387252807617
49,2,5,5,3,116,2.271207332611084,4068,0.8901658058166504,116,157.0797610282898
49,3,5,5,4,150,4.023247003555298,8138,1.9704418182373047,10,2193.3068544864655
50,1,5,5,2,48,1.2857356071472168,440,0.09740996360778809,12,0.2959723472595215
50,2,5,5,3,108,2.406707763671875,3129,0.6902496814727783,71,187.70248007774353
50,3,5,5,4,150,4.367693662643433,8304,1.9746153354644775,12,2247.4460628032684
