n_sample,n_network,n_rdds,n_variables,n_coupling_signals,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
41,1,5,5,2,55,1.3347363471984863,537,0.12762236595153809,44,1.7053992748260498
41,2,5,5,3,106,2.4575142860412598,3000,0.648331880569458,10,19.69139266014099
41,3,5,5,4,224,5.25375509262085,17436,4.557839870452881,14,18492.306925296783
42,1,5,5,2,60,1.2514100074768066,644,0.1632399559020996,58,2.019838809967041
42,2,5,5,3,113,2.5182242393493652,3095,0.8008265495300293,16,29.638591051101685
42,3,5,5,4,88,3.4722697734832764,2976,0.661130428314209,2,104.06713724136353
43,1,5,5,2,39,1.0331673622131348,282,0.07012486457824707,12,0.16912078857421875
43,2,5,5,3,70,2.21151065826416,1368,0.3014719486236572,10,13.982823371887207
43,3,5,5,4,172,4.62468957901001,10296,2.519392728805542,16,2184.782576560974
44,1,5,5,2,38,1.120741844177246,261,0.06538844108581543,10,0.1838388442993164
44,2,5,5,3,66,1.9815890789031982,1203,0.2575383186340332,6,7.462329864501953
44,3,5,5,4,195,5.129809856414795,13934,3.512824296951294,25,4284.73024559021
45,1,5,5,2,61,1.3725018501281738,649,0.15640044212341309,121,1.7451729774475098
45,2,5,5,3,87,2.2458508014678955,1830,0.47169995307922363,3,36.51175880432129
45,3,5,5,4,122,4.039970874786377,5406,1.2667956352233887,2,428.75757455825806
46,1,5,5,2,63,1.3921945095062256,602,0.14933252334594727,190,1.0635490417480469
46,2,5,5,3,91,2.151047706604004,2363,0.5336804389953613,13,64.00026106834412
46,3,5,5,4,182,4.97802996635437,11456,3.039081573486328,3,5392.915260076523
47,1,5,5,2,34,1.0760574340820312,213,0.06347966194152832,13,0.0593111515045166
47,2,5,5,3,160,3.080291271209717,7524,1.7845804691314697,396,742.6728830337524
47,3,5,5,4,131,3.8857030868530273,6010,1.543083667755127,2,693.1706383228302
48,1,5,5,2,42,1.1402053833007812,361,0.09651398658752441,14,0.42103147506713867
48,2,5,5,3,61,1.8845117092132568,1004,0.23732852935791016,2,1.9817941188812256
48,3,5,5,4,152,4.312486410140991,8170,2.124610185623169,17,2907.102131128311
49,1,5,5,2,32,1.0388636589050293,172,0.05600261688232422,3,0.0386197566986084
49,2,5,5,3,106,2.4760773181915283,2944,0.7401742935180664,20,21.125534057617188
49,3,5,5,4,157,4.598589897155762,9797,2.450465202331543,12,4078.6856818199158
50,1,5,5,2,39,1.1220288276672363,294,0.08645343780517578,15,0.34435224533081055
50,2,5,5,3,105,2.5221691131591797,2816,0.6391584873199463,40,114.06974840164185
50,3,5,5,4,162,4.111197471618652,9768,2.338954448699951,8,4142.589231967926
51,1,5,5,2,70,1.564523458480835,768,0.1819906234741211,42,2.638359308242798
51,2,5,5,3,45,1.5770728588104248,607,0.1396315097808838,2,0.5355777740478516
51,3,5,5,4,169,4.380593538284302,10214,2.6499252319335938,10,4756.581249952316
52,1,5,5,2,49,1.137650728225708,366,0.0881044864654541,36,0.38712501525878906
52,2,5,5,3,94,2.4228885173797607,2488,0.5860781669616699,26,45.04800581932068
52,3,5,5,4,135,3.930586099624634,6524,1.6056418418884277,10,685.0730249881744
53,1,5,5,2,40,1.1068403720855713,294,0.07246804237365723,10,0.18389153480529785
53,2,5,5,3,72,2.0882959365844727,1407,0.33492207527160645,4,6.359642505645752
53,3,5,5,4,166,4.465160608291626,10411,2.420419692993164,13,4268.594947338104
54,1,5,5,2,45,1.1672768592834473,326,0.09484171867370605,14,0.18741416931152344
54,2,5,5,3,77,2.160691738128662,1445,0.37726521492004395,6,9.42643928527832
54,3,5,5,4,178,4.587317705154419,10986,2.890515089035034,9,3918.5741860866547
55,1,5,5,2,52,1.2964413166046143,398,0.12479400634765625,41,0.724226713180542
55,2,5,5,3,80,2.2258098125457764,1518,0.3629004955291748,3,11.756810665130615
55,3,5,5,4,153,4.2388951778411865,8440,2.0330004692077637,15,1663.0239608287811
