n_sample,n_network,n_rdds,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
6,1,3,61,0.9173979759216309,1019,0.24694228172302246,34,0.6923229694366455
6,2,4,34,0.7694785594940186,303,0.07915329933166504,11,0.08515262603759766
6,3,5,40,0.8813483715057373,288,0.07436490058898926,17,0.213792085647583
6,4,6,58,1.0407588481903076,470,0.12323451042175293,11,1.0067603588104248
6,5,7,67,1.3183717727661133,555,0.14670085906982422,48,4.984110355377197
6,6,8,71,1.4718072414398193,493,0.14949893951416016,67,0.7121541500091553
6,7,9,85,1.470750093460083,692,0.1803898811340332,280,5.1203696727752686
6,8,10,97,1.9390597343444824,916,0.2788810729980469,0,0.019262313842773438
7,1,3,19,0.39717912673950195,118,0.035564422607421875,6,0.009734153747558594
7,2,4,51,0.8347406387329102,515,0.1186528205871582,84,1.2127113342285156
7,3,5,39,0.7441911697387695,271,0.0749046802520752,7,0.07954573631286621
7,4,6,59,1.0227563381195068,483,0.1191248893737793,33,2.772020101547241
7,5,7,81,1.434159755706787,830,0.19614577293395996,636,40.52955484390259
7,6,8,74,1.368431568145752,464,0.1477370262145996,70,6.4614784717559814
7,7,9,99,1.7608375549316406,802,0.2511568069458008,0,0.010365724563598633
7,8,10,86,1.6650841236114502,552,0.1698591709136963,0,0.009422063827514648
8,1,3,43,0.6987812519073486,459,0.1392383575439453,14,0.10524201393127441
8,2,4,53,0.8495790958404541,642,0.16460561752319336,95,0.2176802158355713
8,3,5,61,0.9973721504211426,594,0.14547944068908691,48,3.653554677963257
8,4,6,54,1.0990996360778809,408,0.10302233695983887,30,0.1200869083404541
8,5,7,64,1.2272334098815918,575,0.15585565567016602,0,0.013607263565063477
8,6,8,85,1.4736435413360596,752,0.1779346466064453,1518,20.156785488128662
8,7,9,65,1.4591038227081299,394,0.11648249626159668,4,3.3627114295959473
8,8,10,84,1.5366215705871582,653,0.16322755813598633,0,0.01110386848449707
9,1,3,25,0.4598703384399414,185,0.05812549591064453,5,0.0359954833984375
9,2,4,37,0.6659319400787354,314,0.07745003700256348,14,0.08988094329833984
9,3,5,60,1.0241174697875977,411,0.09847664833068848,102,0.76739501953125
9,4,6,63,1.0953195095062256,524,0.12569546699523926,116,5.955052375793457
9,5,7,63,1.332409381866455,485,0.12584900856018066,54,2.0663888454437256
9,6,8,69,1.3358736038208008,457,0.13563776016235352,19,2.1950278282165527
9,7,9,96,1.532855749130249,1052,0.25830841064453125,224,690.9202966690063
9,8,10,120,2.1311869621276855,1338,0.3615269660949707,1548,481.0712630748749
10,1,3,33,0.5479476451873779,310,0.0763692855834961,16,0.053055524826049805
10,2,4,26,0.646024227142334,134,0.0446476936340332,4,0.01954483985900879
10,3,5,63,0.9773232936859131,754,0.1835005283355713,39,3.59621262550354
10,4,6,54,1.0657908916473389,509,0.12717795372009277,29,0.9483292102813721
10,5,7,69,1.288874864578247,650,0.181640625,134,8.677384614944458
10,6,8,74,1.3711543083190918,588,0.1643669605255127,10,21.11003589630127
10,7,9,117,1.8807992935180664,1544,0.36087775230407715,0,0.19101977348327637
10,8,10,86,1.7632951736450195,694,0.2082056999206543,0,0.36277127265930176
11,1,3,28,0.506453275680542,231,0.06206798553466797,6,0.03784656524658203
11,2,4,42,0.7318460941314697,297,0.07563209533691406,12,0.1036527156829834
11,3,5,44,0.8399322032928467,345,0.0978841781616211,19,0.7625133991241455
11,4,6,55,1.091219425201416,479,0.11707496643066406,64,3.523794651031494
11,5,7,73,1.1937015056610107,827,0.18901896476745605,325,6.113957405090332
11,6,8,105,1.7322700023651123,967,0.2861812114715576,371,2.7002713680267334
11,7,9,87,1.540903091430664,886,0.23730945587158203,0,0.009007930755615234
11,8,10,92,1.722614049911499,785,0.19948101043701172,0,0.013396978378295898
12,1,3,19,0.46305322647094727,100,0.03894305229187012,2,0.010728597640991211
12,2,4,38,0.7477633953094482,304,0.07985353469848633,13,0.15156841278076172
12,3,5,55,1.0072143077850342,422,0.1363213062286377,11,0.2841649055480957
12,4,6,65,1.212677240371704,591,0.1466050148010254,128,1.535294771194458
12,5,7,65,1.2425720691680908,629,0.16063523292541504,38,0.5622985363006592
12,6,8,57,1.1344680786132812,387,0.13790082931518555,0,0.06343889236450195
12,7,9,77,1.4851536750793457,636,0.1631162166595459,66,6.016020774841309
12,8,10,98,1.7148144245147705,873,0.23208069801330566,0,20.35513949394226
13,1,3,28,0.5005319118499756,206,0.05022025108337402,7,0.027601957321166992
13,2,4,38,0.6788043975830078,306,0.0825338363647461,9,0.07792854309082031
13,3,5,37,0.8357532024383545,247,0.07105040550231934,11,0.1258106231689453
13,4,6,58,1.1363494396209717,518,0.11950373649597168,70,0.5559432506561279
13,5,7,80,1.3743116855621338,977,0.2539541721343994,136,44.57115602493286
13,6,8,95,1.6950383186340332,1359,0.31090760231018066,338,217.66594529151917
13,7,9,74,1.5663206577301025,574,0.16634583473205566,162,33.15957975387573
13,8,10,67,1.5687470436096191,394,0.11310434341430664,0,0.005690574645996094
14,1,3,25,0.5990200042724609,192,0.050881147384643555,5,0.028650283813476562
14,2,4,39,0.7379481792449951,295,0.08704710006713867,3,0.0789034366607666
14,3,5,60,1.05668044090271,745,0.15884661674499512,168,3.439354658126831
14,4,6,47,1.0747408866882324,332,0.08561396598815918,39,0.971992015838623
14,5,7,76,1.4625589847564697,765,0.2203221321105957,49,7.66225266456604
14,6,8,78,1.499729871749878,617,0.15321755409240723,84,20.470756769180298
14,7,9,119,2.0170774459838867,1440,0.3892850875854492,0,0.36622071266174316
14,8,10,85,1.6969356536865234,638,0.19577693939208984,204,5.677210092544556
15,1,3,17,0.4080846309661865,81,0.030821800231933594,2,0.005976200103759766
15,2,4,40,0.6538922786712646,348,0.07737874984741211,27,0.18915629386901855
15,3,5,37,0.7465739250183105,282,0.07438015937805176,10,0.11305117607116699
15,4,6,52,0.9996616840362549,367,0.09499907493591309,50,0.8141269683837891
15,5,7,76,1.3316848278045654,618,0.16727185249328613,57,2.6555209159851074
15,6,8,70,1.2673215866088867,596,0.14252424240112305,0,0.20276904106140137
15,7,9,92,1.6333072185516357,957,0.2451939582824707,1048,67.14735722541809
15,8,10,100,1.892920732498169,832,0.22520852088928223,561,1508.0994191169739
16,1,3,17,0.4552114009857178,92,0.02492380142211914,3,0.008162498474121094
16,2,4,33,0.7217597961425781,222,0.05705451965332031,7,0.08961629867553711
16,3,5,51,0.9837188720703125,377,0.0926826000213623,14,0.16867637634277344
16,4,6,41,0.8645243644714355,290,0.08079385757446289,18,0.296966552734375
16,5,7,82,1.4442877769470215,751,0.22443127632141113,0,0.02168107032775879
16,6,8,73,1.4289696216583252,697,0.17716097831726074,316,14.697538375854492
16,7,9,85,1.6560401916503906,749,0.20424532890319824,230,17.920568227767944
16,8,10,85,1.8389434814453125,711,0.19003796577453613,0,0.00869131088256836
17,1,3,27,0.47068357467651367,241,0.05683016777038574,13,0.04381275177001953
17,2,4,53,0.8321418762207031,762,0.17728137969970703,132,1.7925193309783936
17,3,5,40,0.8669533729553223,237,0.08654928207397461,10,0.06024456024169922
