n_sample,n_network,n_rdds,n_variables,n_coupling_signals,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
42,3,5,7,2,66,1.3752329349517822,676,0.16809701919555664,135,1.2255253791809082
42,4,5,8,2,34,1.1176016330718994,234,0.0571138858795166,18,0.20676064491271973
42,5,5,9,2,65,1.5443849563598633,807,0.19162821769714355,76,0.8966598510742188
42,6,5,10,2,47,1.4672443866729736,415,0.10257983207702637,20,0.15228867530822754
43,1,5,5,2,44,0.9581758975982666,329,0.07640647888183594,32,0.19340229034423828
43,2,5,6,2,55,1.2189946174621582,592,0.1270885467529297,54,1.0860028266906738
43,3,5,7,2,70,1.4354794025421143,822,0.19993329048156738,75,1.4145028591156006
43,4,5,8,2,62,1.5281939506530762,816,0.1634526252746582,173,7.1878814697265625
43,5,5,9,2,56,1.5907161235809326,513,0.12683868408203125,60,2.297121047973633
43,6,5,10,2,61,1.712784767150879,591,0.1465005874633789,92,0.9894084930419922
44,1,5,5,2,50,0.8604946136474609,498,0.1046900749206543,25,0.5982842445373535
44,2,5,6,2,65,1.2200109958648682,690,0.17890405654907227,70,1.5295579433441162
44,3,5,7,2,68,1.405238151550293,720,0.18976330757141113,72,4.91597318649292
44,4,5,8,2,74,1.6340599060058594,892,0.2163858413696289,204,14.414115905761719
44,5,5,9,2,63,1.5350191593170166,690,0.1575913429260254,64,1.1702804565429688
44,6,5,10,2,45,1.2657380104064941,285,0.08947205543518066,6,0.14293909072875977
45,1,5,5,2,46,0.9080190658569336,362,0.09047722816467285,11,0.09002161026000977
45,2,5,6,2,69,1.2745254039764404,747,0.18476366996765137,43,3.2465150356292725
45,3,5,7,2,58,1.460132122039795,595,0.136610746383667,56,2.709120273590088
45,4,5,8,2,54,1.3645076751708984,464,0.12613582611083984,62,1.099916934967041
45,5,5,9,2,78,1.7071151733398438,857,0.2095646858215332,146,3.0465407371520996
45,6,5,10,2,45,1.4232845306396484,352,0.09108495712280273,14,0.32741475105285645
46,1,5,5,2,49,0.9093844890594482,448,0.10316586494445801,29,1.172248125076294
46,2,5,6,2,54,1.0093886852264404,513,0.1117699146270752,42,1.06821870803833
46,3,5,7,2,91,1.8113164901733398,1103,0.23389554023742676,270,8.288793087005615
46,4,5,8,2,47,1.1243267059326172,419,0.09327173233032227,75,0.6034724712371826
46,5,5,9,2,56,1.4507088661193848,518,0.13248038291931152,30,0.29367756843566895
46,6,5,10,2,51,1.7248573303222656,416,0.12085390090942383,10,0.6514747142791748
47,1,5,5,2,46,0.9112870693206787,379,0.09066152572631836,35,0.8946750164031982
47,2,5,6,2,36,0.8585925102233887,252,0.06378555297851562,5,0.10617256164550781
47,3,5,7,2,36,0.9270131587982178,219,0.0647420883178711,4,0.08636164665222168
47,4,5,8,2,49,1.145341157913208,357,0.08873271942138672,32,0.8050699234008789
47,5,5,9,2,53,1.4224812984466553,438,0.10412287712097168,84,0.4885287284851074
47,6,5,10,2,79,1.8978099822998047,996,0.2435896396636963,70,2.8051977157592773
48,1,5,5,2,37,0.9273679256439209,211,0.06762218475341797,3,0.0626382827758789
48,2,5,6,2,49,1.0070879459381104,408,0.09752678871154785,28,0.21149587631225586
48,3,5,7,2,86,1.7352828979492188,918,0.2233741283416748,102,6.291718006134033
48,4,5,8,2,72,1.6006827354431152,812,0.17282938957214355,586,15.546586513519287
48,5,5,9,2,32,1.0386204719543457,203,0.05541682243347168,9,0.04999065399169922
48,6,5,10,2,128,2.921854257583618,2126,0.5576703548431396,240,46.890175580978394
49,1,5,5,2,46,0.8777451515197754,369,0.08054113388061523,34,0.7939343452453613
49,2,5,6,2,54,1.1913020610809326,578,0.12445545196533203,37,2.8459770679473877
49,3,5,7,2,56,1.2087416648864746,536,0.1355884075164795,38,0.3903968334197998
49,4,5,8,2,77,1.7300121784210205,885,0.2100532054901123,326,12.427166223526001
49,5,5,9,2,79,1.7565665245056152,1213,0.255352258682251,161,3.844069004058838
49,6,5,10,2,62,1.691572666168213,591,0.17145586013793945,22,1.7533650398254395
50,1,5,5,2,46,0.9202895164489746,316,0.08682465553283691,29,0.7508740425109863
50,2,5,6,2,43,0.9396922588348389,277,0.06756901741027832,64,0.09220719337463379
50,3,5,7,2,80,1.4318039417266846,1040,0.23308110237121582,386,8.188080549240112
50,4,5,8,2,69,1.6392581462860107,981,0.22751140594482422,196,3.8703484535217285
50,5,5,9,2,61,1.432271957397461,595,0.185316801071167,55,0.16707539558410645
50,6,5,10,2,73,1.8220927715301514,1189,0.2764263153076172,70,2.706247568130493
